user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_013331045	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11716;g__UBA11716;s__UBA11716 sp9638u	GCA_013329175.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11716;g__UBA11716;s__UBA11716 sp9638u	99.73	0.9	GCA_013329175.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA11716;g__UBA11716;s__UBA11716 sp9638u	99.73	0.9	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.97	11	N/A	N/A
GCA_013331375	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__UBA10536;s__UBA10536 sp10536u	GCA_013331375.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__UBA10536;s__UBA10536 sp10536u	100.0	0.97	GCA_013331375.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__UBA10536;s__UBA10536 sp10536u	100.0	0.97	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.68	11	N/A	N/A
GCA_013331795	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__GW2011-AR17;s__GW2011-AR17 sp10136u	GCA_013331795.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__GW2011-AR17;s__GW2011-AR17 sp10136u	100.0	1.0	GCA_013331795.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__GW2011-AR17;s__GW2011-AR17 sp10136u	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__GW2011-AR17;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009691355.1, s__GW2011-AR17 sp009691355, 95.0, 77.73, 0.41; GCA_016235495.1, s__GW2011-AR17 sp016235495, 95.0, 77.32, 0.24	87.49	11	N/A	N/A
GCA_013331845	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__GW2011-AR5;s__GW2011-AR5 sp10154u	GCA_013331845.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__GW2011-AR5;s__GW2011-AR5 sp10154u	100.0	0.99	GCA_013331845.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__GW2011-AR5;s__GW2011-AR5 sp10154u	100.0	0.99	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__GW2011-AR5;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.74	11	N/A	N/A
GCA_013331965	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10107;g__UBA10107;s__UBA10107 sp10107u	GCA_013331965.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10107;g__UBA10107;s__UBA10107 sp10107u	100.0	0.99	GCA_013331965.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10107;g__UBA10107;s__UBA10107 sp10107u	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10107;g__UBA10107;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.18	11	N/A	N/A
GCA_015523185	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	GCA_015523185.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	100.0	0.99	GCA_015523185.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015523185	100.0	0.99	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 82.42, 0.74; GCF_000585495.1, s__Thermococcus nautili, 95.0, 82.28, 0.74; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 81.87, 0.7; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 80.98, 0.61; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 80.54, 0.62; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 80.22, 0.57; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 80.07, 0.49; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 80.01, 0.44; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.61, 0.48; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 79.47, 0.48; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 79.34, 0.52; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.21, 0.46; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.07, 0.49; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.06, 0.48; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 78.92, 0.47; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 78.92, 0.44; GCF_002214465.1, s__Thermococcus barossii, 95.0, 78.89, 0.46; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 78.88, 0.42; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.87, 0.4; GCF_002214505.1, s__Thermococcus siculi, 95.0, 78.84, 0.46; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 78.84, 0.44; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 78.83, 0.44; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 78.82, 0.41; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 78.81, 0.44; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 78.74, 0.43; GCF_904067545.1, s__Thermococcus camini, 95.0, 78.73, 0.46; GCF_006274605.1, s__Thermococcus indicus, 95.0, 78.68, 0.44; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 78.65, 0.43; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 78.61, 0.48; GCF_002214585.1, s__Thermococcus profundus, 95.0, 78.59, 0.39; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 78.51, 0.38; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 78.48, 0.39; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 78.46, 0.44; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 78.45, 0.36; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 78.41, 0.44; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.22, 0.37; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.21, 0.37; GCF_002214365.1, s__Thermococcus celer, 95.0, 78.14, 0.39; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 77.64, 0.28; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 77.62, 0.25; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 76.69, 0.22	99.39	11	N/A	N/A
GCA_016126025	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01 sp016126025	GCA_016126025.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01 sp016126025	100.0	0.99	GCA_016126025.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__VYCS01 sp016126025	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__VYCS01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.91	11	N/A	N/A
GCA_016180375	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__JACPBJ01;s__JACPBJ01 sp016180375	GCA_016180375.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__JACPBJ01;s__JACPBJ01 sp016180375	100.0	0.98	GCA_016180375.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__JACPBJ01;s__JACPBJ01 sp016180375	100.0	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	61.55	11	N/A	N/A
GCA_016214785	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JACRNV01;g__JACRNV01;s__JACRNV01 sp016214785	GCA_016214785.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JACRNV01;g__JACRNV01;s__JACRNV01 sp016214785	100.0	0.99	GCA_016214785.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JACRNV01;g__JACRNV01;s__JACRNV01 sp016214785	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.69	11	N/A	N/A
GCA_016215465	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp016215465	GCA_016215465.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp016215465	100.0	0.99	GCA_016215465.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__Nitrosotenuis sp016215465	100.0	0.99	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013407275.1, s__Nitrosotenuis sp013407275, 95.0, 88.24, 0.81; GCF_000685395.1, s__Nitrosotenuis chungbukensis, 95.0, 87.99, 0.79; GCA_016844685.1, s__Nitrosotenuis sp016844685, 95.0, 85.6, 0.81; GCA_004322465.1, s__Nitrosotenuis sp004322465, 95.0, 83.59, 0.71; GCA_016872015.1, s__Nitrosotenuis sp016872015, 95.0, 77.78, 0.3; GCF_000955905.1, s__Nitrosotenuis cloacae, 95.0, 77.68, 0.33; GCF_002787055.1, s__Nitrosotenuis aquarius, 95.0, 77.57, 0.29; GCA_010028495.1, s__Nitrosotenuis sp010028495, 95.0, 77.38, 0.28; GCA_002499525.1, s__Nitrosotenuis sp002499525, 95.0, 77.34, 0.24; GCA_016872055.1, s__Nitrosotenuis sp016872055, 95.0, 77.27, 0.3; GCA_005240025.1, s__Nitrosotenuis sp005240025, 95.0, 77.2, 0.23; GCF_000723185.1, s__Nitrosotenuis uzonensis, 95.0, 77.07, 0.24	90.33	11	N/A	N/A
GCA_016782365	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	49.4	11	0.6109392859644179	N/A
GCA_017610385	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01 sp017610385	GCA_017610385.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01 sp017610385	100.0	1.0	GCA_017610385.1	95.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__JAFCCC01;g__JAFCCC01;s__JAFCCC01 sp017610385	100.0	1.0	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.37	11	N/A	N/A
GCA_017610525	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__B79-G9 sp017610525	GCA_017610525.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__B79-G9 sp017610525	100.0	0.98	GCA_017610525.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__B79-G9 sp017610525	100.0	0.98	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003660865.1, s__B79-G9 sp003660865, 95.0, 88.17, 0.54	75.08	11	N/A	N/A
GCA_017610545	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__JAFCBV01;g__JAFCBV01;s__JAFCBV01 sp017610545	GCA_017610545.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__JAFCBV01;g__JAFCBV01;s__JAFCBV01 sp017610545	100.0	1.0	GCA_017610545.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__JAFCBV01;g__JAFCBV01;s__JAFCBV01 sp017610545	100.0	1.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	77.14	11	N/A	N/A
GCA_018396395	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__JAGTQN01;g__JAGTQN01;s__JAGTQN01 sp018396395	GCA_018396395.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__JAGTQN01;g__JAGTQN01;s__JAGTQN01 sp018396395	100.0	0.98	GCA_018396395.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__JAGTQN01;g__JAGTQN01;s__JAGTQN01 sp018396395	100.0	0.98	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.49	11	N/A	N/A
GCA_018396415	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__JAGTRE01;g__JAGTRE01;s__JAGTRE01 sp018396415	GCA_018396415.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__JAGTRE01;g__JAGTRE01;s__JAGTRE01 sp018396415	100.0	1.0	GCA_018396415.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__JAGTRE01;g__JAGTRE01;s__JAGTRE01 sp018396415	100.0	1.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__RBG-16-48-13;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.99	11	N/A	N/A
GCA_019246625	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__JAFAQB01 sp019246625	GCA_019246625.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__JAFAQB01 sp019246625	100.0	0.98	GCA_019246625.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAFAQB01;s__JAFAQB01 sp019246625	100.0	0.98	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.02	11	N/A	N/A
GCA_903901015	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015	GCA_903901015.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015	100.0	1.0	GCA_903901015.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp903901015	100.0	1.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003141855.1, s__PALSA-986 sp003141855, 95.0, 80.59, 0.59; GCA_003151735.1, s__PALSA-986 sp003151735, 95.0, 80.38, 0.57; GCA_011367965.1, s__PALSA-986 sp011367965, 95.0, 77.93, 0.29; GCA_003164295.1, s__PALSA-986 sp003164295, 95.0, 77.83, 0.26; GCA_011332615.1, s__PALSA-986 sp011332615, 95.0, 77.61, 0.35; GCA_003133625.1, s__PALSA-986 sp003133625, 95.0, 77.43, 0.26; GCA_012515445.1, s__PALSA-986 sp012515445, 95.0, 77.28, 0.23; GCA_003165195.1, s__PALSA-986 sp003165195, 95.0, 77.17, 0.23; GCA_003589585.1, s__PALSA-986 sp003589585, 95.0, 77.15, 0.21	87.59	11	N/A	N/A
GCA_903930485	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__CAIYYO01;s__CAIYYO01 sp903930485	GCA_903930485.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__CAIYYO01;s__CAIYYO01 sp903930485	100.0	0.99	GCA_903930485.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__CAIYYO01;s__CAIYYO01 sp903930485	100.0	0.99	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.36	11	N/A	N/A
GCF_000008665	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	100.0	1.0	GCF_000008665.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017656475.1, s__Archaeoglobus sp017656475, 95.0, 80.16, 0.59; GCA_011333375.1, s__Archaeoglobus fulgidus_A, 95.0, 78.48, 0.46; GCF_016757965.1, s__Archaeoglobus sp016757965, 95.0, 77.5, 0.2; GCA_002507545.1, s__Archaeoglobus sp002507545, 95.0, 77.17, 0.25	98.84	11	N/A	N/A
GCF_000012545	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	GCF_000012545.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	100.0	1.0	GCF_000012545.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	100.0	1.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001729965.1, s__Methanosphaera sp001729965, 95.0, 81.67, 0.59; GCA_902782945.1, s__Methanosphaera sp900322125, 95.0, 80.14, 0.56; GCA_016282985.1, s__Methanosphaera sp016282985, 95.0, 79.82, 0.38; GCA_015062805.1, s__Methanosphaera stadtmanae_C, 95.0, 79.47, 0.39; GCA_013330915.1, s__Methanosphaera sp11921u, 95.0, 79.34, 0.38; GCA_015062815.1, s__Methanosphaera stadtmanae_B, 95.0, 79.3, 0.38; GCF_003149675.1, s__Methanosphaera cuniculi, 95.0, 79.18, 0.42; GCA_003266145.1, s__Methanosphaera sp003266145, 95.0, 79.14, 0.29; GCA_015062825.1, s__Methanosphaera stadtmanae_A, 95.0, 79.1, 0.42; GCF_003268005.1, s__Methanosphaera sp003268005, 95.0, 78.95, 0.31; GCA_017431845.1, s__Methanosphaera sp017431845, 95.0, 78.91, 0.36; GCA_017430835.1, s__Methanosphaera sp017430835, 95.0, 78.9, 0.39; GCA_902797085.1, s__Methanosphaera sp902797085, 95.0, 78.34, 0.31; GCA_003266105.1, s__Methanosphaera sp003266105, 95.0, 78.33, 0.31; GCA_017652595.1, s__Methanosphaera sp017652595, 95.0, 77.51, 0.14; GCA_003266165.1, s__Methanosphaera sp003266165, 95.0, 77.06, 0.15	97.21	11	N/A	N/A
GCF_000025505	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	GCF_000025505.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	100.0	1.0	GCF_000025505.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__Ferroglobus placidus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Ferroglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015520115.1, s__Ferroglobus sp015520115, 95.0, 85.1, 0.89	98.46	11	N/A	N/A
GCF_000026045	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis	GCF_000026045.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis	100.0	0.99	GCF_000026045.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas pharaonis	100.0	0.99	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013391085.1, s__Natronomonas halophila, 95.0, 79.6, 0.47; GCF_013391105.1, s__Natronomonas salina, 95.0, 79.57, 0.48; GCF_009741925.1, s__Natronomonas sp009741925, 95.0, 79.56, 0.45; GCF_013391635.1, s__Natronomonas gomsonensis, 95.0, 79.39, 0.47; GCF_000591055.1, s__Natronomonas moolapensis, 95.0, 78.91, 0.42; GCA_018609665.1, s__Natronomonas sp018609665, 95.0, 78.83, 0.43; GCF_005239135.1, s__Natronomonas salsuginis, 95.0, 78.83, 0.37; GCF_013839515.1, s__Natronomonas sp013839515, 95.0, 78.8, 0.38; GCA_003020965.1, s__Natronomonas sp003020965, 95.0, 78.69, 0.41; GCA_003023535.1, s__Natronomonas sp003023535, 95.0, 78.49, 0.44; GCA_003022815.1, s__Natronomonas sp003022815, 95.0, 78.45, 0.46; GCA_007135435.1, s__Natronomonas sp007135435, 95.0, 78.36, 0.26; GCA_003022945.1, s__Natronomonas sp003022945, 95.0, 78.33, 0.38; GCA_003022905.1, s__Natronomonas sp003022905, 95.0, 78.25, 0.45; GCA_003021005.1, s__Natronomonas sp003021005, 95.0, 78.19, 0.34; GCA_003021745.1, s__Natronomonas sp003021745, 95.0, 78.15, 0.35; GCA_003021325.1, s__Natronomonas sp003021325, 95.0, 78.13, 0.41; GCA_007122455.1, s__Natronomonas sp007122455, 95.0, 78.06, 0.27; GCA_007121575.1, s__Natronomonas sp007121575, 95.0, 77.56, 0.22	98.49	11	N/A	N/A
GCF_000091665	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus jannaschii	GCF_000091665.1	95.0	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus jannaschii	100.0	1.0	GCF_000091665.1	95.0	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus jannaschii	100.0	1.0	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000025525.1, s__Methanocaldococcus sp000025525, 95.0, 87.27, 0.83; GCF_000739065.1, s__Methanocaldococcus bathoardescens, 95.0, 86.9, 0.82; GCF_000023985.1, s__Methanocaldococcus fervens, 95.0, 83.3, 0.78; GCF_000024625.1, s__Methanocaldococcus vulcanius, 95.0, 81.63, 0.57; GCA_013153845.1, s__Methanocaldococcus sp013153845, 95.0, 81.49, 0.6; GCA_902827205.1, s__Methanocaldococcus sp902827205, 95.0, 80.62, 0.69	98.79	11	N/A	N/A
GCF_000166095	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus	GCF_000166095.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus	100.0	1.0	GCF_000166095.1	95.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermaceae;g__Methanothermus;s__Methanothermus fervidus	100.0	1.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.89	11	N/A	N/A
